Tiempo;Producto;Estacion;Scrap Used
135;B22_SA;SA_Cut_1;False
137;B22_SA;SA_Cut_1;False
121;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
125;B22_SA;SA_Cut_1;False
144;B22_SA;SA_Cut_1;False
145;B22_SA;SA_Cut_1;False
144;B22_SA;SA_Cut_1;False
119;B22_SA;SA_Cut_1;False
108;B22_SA;SA_Cut_1;True
112;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
118;B22_SA;SA_Cut_1;True
105;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
92;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
102;B22_SA;SA_Cut_1;True
101;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
140;B22_SA;SA_Cut_1;False
137;B22_SA;SA_Cut_1;False
112;B22_SA;SA_Cut_1;True
121;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
120;B22_SA;SA_Cut_1;False
121;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
135;B22_SA;SA_Cut_1;False
133;B22_SA;SA_Cut_1;False
143;B22_SA;SA_Cut_1;False
123;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
130;B22_SA;SA_Cut_1;False
121;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
104;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
96;B22_SA;SA_Cut_1;True
102;B22_SA;SA_Cut_1;True
98;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
108;B22_SA;SA_Cut_1;True
122;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
137;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
126;B22_SA;SA_Cut_1;False
143;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
119;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
139;B22_SA;SA_Cut_1;False
140;B22_SA;SA_Cut_1;False
101;B22_SA;SA_Cut_1;True
96;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
111;B22_SA;SA_Cut_1;True
104;B22_SA;SA_Cut_1;True
133;B22_SA;SA_Cut_1;False
139;B22_SA;SA_Cut_1;False
135;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
129;B22_SA;SA_Cut_1;False
128;B22_SA;SA_Cut_1;False
131;B22_SA;SA_Cut_1;False
138;B22_SA;SA_Cut_1;False
128;B22_SA;SA_Cut_1;False
130;B22_SA;SA_Cut_1;False
140;B22_SA;SA_Cut_1;False
139;B22_SA;SA_Cut_1;False
101;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
96;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
108;B22_SA;SA_Cut_1;True
101;B22_SA;SA_Cut_1;True
105;B22_SA;SA_Cut_1;True
138;B22_SA;SA_Cut_1;False
128;B22_SA;SA_Cut_1;False
121;B22_SA;SA_Cut_1;False
125;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
120;B22_SA;SA_Cut_1;False
143;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
128;B22_SA;SA_Cut_1;False
131;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
129;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
133;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
108;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
140;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
130;B22_SA;SA_Cut_1;False
143;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
131;B22_SA;SA_Cut_1;False
129;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
135;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
122;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
102;B22_SA;SA_Cut_1;True
114;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
105;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
102;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
123;B22_SA;SA_Cut_1;False
126;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
124;B22_SA;SA_Cut_1;False
144;B22_SA;SA_Cut_1;False
120;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
146;B22_SA;SA_Cut_1;False
111;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
96;B22_SA;SA_Cut_1;True
104;B22_SA;SA_Cut_1;True
102;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
101;B22_SA;SA_Cut_1;True
128;B22_SA;SA_Cut_1;False
124;B22_SA;SA_Cut_1;False
130;B22_SA;SA_Cut_1;False
124;B22_SA;SA_Cut_1;False
140;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
121;B22_SA;SA_Cut_1;False
112;B22_SA;SA_Cut_1;True
97;B22_SA;SA_Cut_1;True
94;B22_SA;SA_Cut_1;True
109;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
99;B22_SA;SA_Cut_1;True
124;B22_SA;SA_Cut_1;False
126;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
127;B22_SA;SA_Cut_1;False
138;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
144;B22_SA;SA_Cut_1;False
135;B22_SA;SA_Cut_1;False
134;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
138;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
111;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
101;B22_SA;SA_Cut_1;True
97;B22_SA;SA_Cut_1;True
113;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
100;B22_SA;SA_Cut_1;True
133;B22_SA;SA_Cut_1;False
138;B22_SA;SA_Cut_1;False
132;B22_SA;SA_Cut_1;False
135;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
138;B22_SA;SA_Cut_1;False
137;B22_SA;SA_Cut_1;False
140;B22_SA;SA_Cut_1;False
133;B22_SA;SA_Cut_1;False
139;B22_SA;SA_Cut_1;False
141;B22_SA;SA_Cut_1;False
106;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
103;B22_SA;SA_Cut_1;True
108;B22_SA;SA_Cut_1;True
108;B22_SA;SA_Cut_1;True
106;B22_SA;SA_Cut_1;True
96;B22_SA;SA_Cut_1;True
107;B22_SA;SA_Cut_1;True
142;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
125;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
125;B22_SA;SA_Cut_1;False
122;B22_SA;SA_Cut_1;False
131;B22_SA;SA_Cut_1;False
142;B22_SA;SA_Cut_1;False
136;B22_SA;SA_Cut_1;False
-1;;;
229;B22_FA;FA_Cut_2;False
218;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
236;B22_FA;FA_Cut_2;False
255;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
249;B22_FA;FA_Cut_2;False
219;B22_FA;FA_Cut_2;False
224;B22_FA;FA_Cut_2;False
239;B22_FA;FA_Cut_2;False
213;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
203;B22_FA;FA_Cut_2;False
218;B22_FA;FA_Cut_2;False
221;B22_FA;FA_Cut_2;False
252;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
228;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
211;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
208;B22_FA;FA_Cut_2;False
226;B22_FA;FA_Cut_2;False
258;B22_FA;FA_Cut_2;False
228;B22_FA;FA_Cut_2;False
226;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
243;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
214;B22_FA;FA_Cut_2;False
224;B22_FA;FA_Cut_2;False
257;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
248;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
254;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
248;B22_FA;FA_Cut_2;False
254;B22_FA;FA_Cut_2;False
244;B22_FA;FA_Cut_2;False
211;B22_FA;FA_Cut_2;False
250;B22_FA;FA_Cut_2;False
228;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
250;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
252;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
221;B22_FA;FA_Cut_2;False
216;B22_FA;FA_Cut_2;False
257;B22_FA;FA_Cut_2;False
248;B22_FA;FA_Cut_2;False
247;B22_FA;FA_Cut_2;False
255;B22_FA;FA_Cut_2;False
220;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
218;B22_FA;FA_Cut_2;False
220;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
239;B22_FA;FA_Cut_2;False
204;B22_FA;FA_Cut_2;False
224;B22_FA;FA_Cut_2;False
233;B22_FA;FA_Cut_2;False
247;B22_FA;FA_Cut_2;False
227;B22_FA;FA_Cut_2;False
253;B22_FA;FA_Cut_2;False
255;B22_FA;FA_Cut_2;False
245;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
215;B22_FA;FA_Cut_2;False
239;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
211;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
227;B22_FA;FA_Cut_2;False
236;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
245;B22_FA;FA_Cut_2;False
248;B22_FA;FA_Cut_2;False
215;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
227;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
220;B22_FA;FA_Cut_2;False
231;B22_FA;FA_Cut_2;False
250;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
215;B22_FA;FA_Cut_2;False
250;B22_FA;FA_Cut_2;False
236;B22_FA;FA_Cut_2;False
229;B22_FA;FA_Cut_2;False
251;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
243;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
231;B22_FA;FA_Cut_2;False
257;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
216;B22_FA;FA_Cut_2;False
244;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
233;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
219;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
226;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
244;B22_FA;FA_Cut_2;False
238;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
225;B22_FA;FA_Cut_2;False
226;B22_FA;FA_Cut_2;False
228;B22_FA;FA_Cut_2;False
227;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
228;B22_FA;FA_Cut_2;False
224;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
246;B22_FA;FA_Cut_2;False
225;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
225;B22_FA;FA_Cut_2;False
238;B22_FA;FA_Cut_2;False
240;B22_FA;FA_Cut_2;False
214;B22_FA;FA_Cut_2;False
214;B22_FA;FA_Cut_2;False
219;B22_FA;FA_Cut_2;False
236;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
218;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
238;B22_FA;FA_Cut_2;False
232;B22_FA;FA_Cut_2;False
258;B22_FA;FA_Cut_2;False
207;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
213;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
246;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
235;B22_FA;FA_Cut_2;False
208;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
220;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
230;B22_FA;FA_Cut_2;False
223;B22_FA;FA_Cut_2;False
221;B22_FA;FA_Cut_2;False
246;B22_FA;FA_Cut_2;False
212;B22_FA;FA_Cut_2;False
215;B22_FA;FA_Cut_2;False
241;B22_FA;FA_Cut_2;False
257;B22_FA;FA_Cut_2;False
242;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
225;B22_FA;FA_Cut_2;False
231;B22_FA;FA_Cut_2;False
222;B22_FA;FA_Cut_2;False
234;B22_FA;FA_Cut_2;False
247;B22_FA;FA_Cut_2;False
206;B22_FA;FA_Cut_2;False
245;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
220;B22_FA;FA_Cut_2;False
210;B22_FA;FA_Cut_2;False
224;B22_FA;FA_Cut_2;False
227;B22_FA;FA_Cut_2;False
237;B22_FA;FA_Cut_2;False
217;B22_FA;FA_Cut_2;False
245;B22_FA;FA_Cut_2;False
-1;;;
233;B22_FA;FA_Cut_1;False
254;B22_FA;FA_Cut_1;False
230;B22_FA;FA_Cut_1;False
196;B22_FA;FA_Cut_1;False
230;B22_FA;FA_Cut_1;False
226;B22_FA;FA_Cut_1;False
212;B22_FA;FA_Cut_1;False
217;B22_FA;FA_Cut_1;False
220;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
228;B22_FA;FA_Cut_1;False
238;B22_FA;FA_Cut_1;False
231;B22_FA;FA_Cut_1;False
231;B22_FA;FA_Cut_1;False
226;B22_FA;FA_Cut_1;False
255;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
230;B22_FA;FA_Cut_1;False
246;B22_FA;FA_Cut_1;False
224;B22_FA;FA_Cut_1;False
242;B22_FA;FA_Cut_1;False
209;B22_FA;FA_Cut_1;False
214;B22_FA;FA_Cut_1;False
237;B22_FA;FA_Cut_1;False
203;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
219;B22_FA;FA_Cut_1;False
225;B22_FA;FA_Cut_1;False
235;B22_FA;FA_Cut_1;False
211;B22_FA;FA_Cut_1;False
241;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
254;B22_FA;FA_Cut_1;False
245;B22_FA;FA_Cut_1;False
238;B22_FA;FA_Cut_1;False
217;B22_FA;FA_Cut_1;False
240;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
221;B22_FA;FA_Cut_1;False
245;B22_FA;FA_Cut_1;False
223;B22_FA;FA_Cut_1;False
213;B22_FA;FA_Cut_1;False
224;B22_FA;FA_Cut_1;False
216;B22_FA;FA_Cut_1;False
237;B22_FA;FA_Cut_1;False
223;B22_FA;FA_Cut_1;False
225;B22_FA;FA_Cut_1;False
237;B22_FA;FA_Cut_1;False
216;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
246;B22_FA;FA_Cut_1;False
228;B22_FA;FA_Cut_1;False
220;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
247;B22_FA;FA_Cut_1;False
244;B22_FA;FA_Cut_1;False
228;B22_FA;FA_Cut_1;False
210;B22_FA;FA_Cut_1;False
233;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
230;B22_FA;FA_Cut_1;False
239;B22_FA;FA_Cut_1;False
225;B22_FA;FA_Cut_1;False
252;B22_FA;FA_Cut_1;False
238;B22_FA;FA_Cut_1;False
228;B22_FA;FA_Cut_1;False
256;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
220;B22_FA;FA_Cut_1;False
256;B22_FA;FA_Cut_1;False
218;B22_FA;FA_Cut_1;False
234;B22_FA;FA_Cut_1;False
221;B22_FA;FA_Cut_1;False
229;B22_FA;FA_Cut_1;False
234;B22_FA;FA_Cut_1;False
235;B22_FA;FA_Cut_1;False
242;B22_FA;FA_Cut_1;False
241;B22_FA;FA_Cut_1;False
215;B22_FA;FA_Cut_1;False
219;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
206;B22_FA;FA_Cut_1;False
242;B22_FA;FA_Cut_1;False
222;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
239;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
258;B22_FA;FA_Cut_1;False
219;B22_FA;FA_Cut_1;False
222;B22_FA;FA_Cut_1;False
243;B22_FA;FA_Cut_1;False
216;B22_FA;FA_Cut_1;False
200;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
229;B22_FA;FA_Cut_1;False
225;B22_FA;FA_Cut_1;False
204;B22_FA;FA_Cut_1;False
224;B22_FA;FA_Cut_1;False
258;B22_FA;FA_Cut_1;False
202;B22_FA;FA_Cut_1;False
217;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
214;B22_FA;FA_Cut_1;False
242;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
209;B22_FA;FA_Cut_1;False
225;B22_FA;FA_Cut_1;False
218;B22_FA;FA_Cut_1;False
235;B22_FA;FA_Cut_1;False
213;B22_FA;FA_Cut_1;False
224;B22_FA;FA_Cut_1;False
220;B22_FA;FA_Cut_1;False
199;B22_FA;FA_Cut_1;False
251;B22_FA;FA_Cut_1;False
213;B22_FA;FA_Cut_1;False
234;B22_FA;FA_Cut_1;False
239;B22_FA;FA_Cut_1;False
238;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
214;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
240;B22_FA;FA_Cut_1;False
234;B22_FA;FA_Cut_1;False
240;B22_FA;FA_Cut_1;False
231;B22_FA;FA_Cut_1;False
222;B22_FA;FA_Cut_1;False
232;B22_FA;FA_Cut_1;False
224;B22_FA;FA_Cut_1;False
218;B22_FA;FA_Cut_1;False
229;B22_FA;FA_Cut_1;False
214;B22_FA;FA_Cut_1;False
253;B22_FA;FA_Cut_1;False
221;B22_FA;FA_Cut_1;False
210;B22_FA;FA_Cut_1;False
220;B22_FA;FA_Cut_1;False
222;B22_FA;FA_Cut_1;False
256;B22_FA;FA_Cut_1;False
243;B22_FA;FA_Cut_1;False
213;B22_FA;FA_Cut_1;False
230;B22_FA;FA_Cut_1;False
237;B22_FA;FA_Cut_1;False
235;B22_FA;FA_Cut_1;False
226;B22_FA;FA_Cut_1;False
218;B22_FA;FA_Cut_1;False
254;B22_FA;FA_Cut_1;False
226;B22_FA;FA_Cut_1;False
245;B22_FA;FA_Cut_1;False
223;B22_FA;FA_Cut_1;False
206;B22_FA;FA_Cut_1;False
227;B22_FA;FA_Cut_1;False
248;B22_FA;FA_Cut_1;False
236;B22_FA;FA_Cut_1;False
238;B22_FA;FA_Cut_1;False
